"ASX code","Company name","GICs industry group","Listing date","Market Cap"
"EMV","EMVISION MEDICAL DEVICES LTD","Health Care Equipment & Services","13/12/2018",125443499
"ENA","ENSURANCE LTD","Insurance","23/09/2011",18965087
"ENN","ELANOR INVESTORS GROUP","Consumer Services","11/07/2014",195971895
"ENR","ENCOUNTER RESOURCES LIMITED","Materials","24/03/2006",99547219
"ENT","ENTERPRISE METALS LIMITED","Materials","20/06/2007",4935565
"ENV","ENOVA MINING LIMITED","Materials","13/04/2007",3909293
"ENX","ENEGEX LIMITED","Materials","08/10/2013",7747236
"EOF","ECOFIBRE LIMITED","Pharmaceuticals, Biotechnology & Life Sciences","29/03/2019",68096837
"EOL","ENERGY ONE LIMITED","Software & Services","15/01/2007",89242120
"EOS","ELECTRO OPTIC SYSTEMS HOLDINGS LIMITED","Capital Goods","23/10/2000",153256225
"EP1","E&P FINANCIAL GROUP LIMITED","Financial Services","14/05/2018",103390839
"EPM","ECLIPSE METALS LIMITED.","Energy","17/02/2011",28392837
"EPX","EP&T GLOBAL LIMITED","Software & Services","12/05/2021",8472360
"EPY","EARLYPAY LTD","Financial Services","23/02/2010",62334668
"EQE","EQUUS MINING LIMITED","Materials","12/12/1995","SUSPENDED"
"EQN","EQUINOX RESOURCES LIMITED.","Materials","13/10/2021",13370000
"EQR","EQ RESOURCES LIMITED","Materials","06/06/2006",102864086
"EQS","EQUITY STORY GROUP LTD","Financial Services","03/05/2022",4279739
"EQT","EQT HOLDINGS LIMITED","Financial Services","06/08/1985",709032798
"EQX","EQUATORIAL RESOURCES LIMITED","Materials","14/05/1987",20151256
"ERA","ENERGY RESOURCES OF AUSTRALIA LIMITED","Energy","19/11/1980",664448976
"ERD","EROAD LIMITED","Technology Hardware & Equipment","18/09/2020",54201160
"ERG","ENECO REFRESH LTD","Food, Beverage & Tobacco","29/03/2006",5174809
"ERL","EMPIRE RESOURCES LIMITED","Materials","01/02/2007",5564675
"ERM","EMMERSON RESOURCES LIMITED","Materials","17/12/2007",36495556
"ERW","ERRAWARRA RESOURCES LTD","Materials","14/12/2020",4840320
"ESK","ETHERSTACK PLC","Software & Services","07/09/2012",41284531
"ESR","ESTRELLA RESOURCES LIMITED","Materials","09/05/2012",11868575
"ESS","ESSENTIAL METALS LIMITED","Materials","04/12/2003",132445514
"ETM","ENERGY TRANSITION MINERALS LTD","Materials","20/06/2006",61008481
"ETR","ENTYR LIMITED","Commercial & Professional Services","02/11/2006",26007841
"EUR","EUROPEAN LITHIUM LIMITED","Materials","02/12/2010",148923918
"EV1","EVOLUTION ENERGY MINERALS LIMITED","Materials","16/11/2021",44550000
"EVE","EVE HEALTH GROUP LIMITED.","Financial Services","08/04/2004",5274483
"EVG","EVION GROUP NL","Materials","08/01/2018",15216496
"EVN","EVOLUTION MINING LIMITED","Materials","20/08/2002",6826260707
"EVO","EMBARK EDUCATION GROUP LIMITED","Consumer Services","05/12/2014",93336448
"EVR","EV RESOURCES LTD","Materials","07/12/1994",14975745
"EVS","ENVIROSUITE LIMITED","Software & Services","11/02/2008",111020803
"EVT","EVT LIMITED","Media & Entertainment","30/06/1962",1889147472
"EVZ","EVZ LIMITED","Capital Goods","26/04/1985",18696397
"EWC","ENERGY WORLD CORPORATION LTD","Utilities","08/12/1988","SUSPENDED"
"EX1","EXOPHARM LIMITED","Pharmaceuticals, Biotechnology & Life Sciences","18/12/2018",4833654
"EXL","ELIXINOL WELLNESS LIMITED","Household & Personal Products","08/01/2018",6714269
"EXP","EXPERIENCE CO LIMITED","Consumer Services","27/03/2015",203580923
"EXR","ELIXIR ENERGY LIMITED","Energy","19/07/2004",91243731
"EYE","NOVA EYE MEDICAL LIMITED","Health Care Equipment & Services","12/10/1987",41872136
"EZL","EUROZ HARTLEYS GROUP LIMITED","Financial Services","02/08/1971",194781717
"EZZ","EZZ LIFE SCIENCE HOLDINGS LIMITED","Consumer Discretionary Distribution & Retail","03/03/2021",20925450
"FAL","FALCON METALS LTD","Materials","22/12/2021",57082500
"FAR","FAR LIMITED","Energy","23/01/1986",64446530
"FAU","FIRST AU LIMITED","Materials","01/01/1970",4355980
"FBM","FUTURE BATTERY MINERALS LIMITED","Materials","01/09/2011",51341416
"FBR","FBR LTD","Capital Goods","08/02/2001",117404746
"FBU","FLETCHER BUILDING LIMITED","Capital Goods","26/03/2001",3696292713
"FCL","FINEOS CORPORATION HOLDINGS PLC","Software & Services","16/08/2019",595954556
"FCT","FIRSTWAVE CLOUD TECHNOLOGY LIMITED","Software & Services","11/05/2011",86468038
"FDR","FINDER ENERGY HOLDINGS LIMITED","Energy","08/04/2022",13072500
"FDV","FRONTIER DIGITAL VENTURES LIMITED","Media & Entertainment","26/08/2016",156514101
"FEG","FAR EAST GOLD LTD","Materials","28/03/2022",71308939
"FEX","FENIX RESOURCES LTD","Materials","04/08/2008",137278051
"FFF","FORBIDDEN FOODS LIMITED","Food, Beverage & Tobacco","31/08/2020",4122397
"FFG","FATFISH GROUP LIMITED","Financial Services","23/11/1995",15234784
"FFI","FFI HOLDINGS LIMITED","Food, Beverage & Tobacco","15/01/1987",42503450
"FFT","FUTURE FIRST TECHNOLOGIES LTD","Commercial & Professional Services","02/12/2013",14296731
"FFX","FIREFINCH LIMITED","Materials","06/12/2006","SUSPENDED"
"FG1","FLYNN GOLD LIMITED","Materials","17/06/2021",10176076
"FGG","FUTURE GENERATION GLOBAL LIMITED","Not Applic","10/09/2015",453755997
"FGL","FRUGL GROUP LIMITED","Software & Services","10/08/2004",6692434
"FGR","FIRST GRAPHENE LIMITED","Materials","08/08/1994",51934936
"FGX","FUTURE GENERATION AUSTRALIA LIMITED","Not Applic","06/03/1997",452761638
"FHE","FRONTIER ENERGY LIMITED","Materials","18/12/2009",131994411
"FHS","FREEHILL MINING LIMITED.","Materials","16/01/2017","SUSPENDED"
"FID","FIDUCIAN GROUP LIMITED","Financial Services","09/02/2015",192643053
"FIN","FIN RESOURCES LIMITED","Materials","02/11/1989",11133637
"FLC","FLUENCE CORPORATION LIMITED","Capital Goods","18/12/2007",113846956
"FLN","FREELANCER LIMITED","Commercial & Professional Services","15/11/2013",104036276
"FLT","FLIGHT CENTRE TRAVEL GROUP LIMITED","Consumer Services","01/12/1995",4665625025
"FLX","FELIX GROUP HOLDINGS LTD","Software & Services","12/01/2021",21940760
"FME","FUTURE METALS NL","Energy","16/08/2007",19007386
"FMG","FORTESCUE METALS GROUP LTD","Materials","19/03/1987",63180360117
"FML","FOCUS MINERALS LTD","Materials","13/09/2000",54446143
"FMS","FLINDERS MINES LIMITED","Materials","20/02/2002",77670345
"FND","FINDI LIMITED","Software & Services","08/08/2001",16770962
"FNX","FINEXIA FINANCIAL GROUP LIMITED","Financial Services","21/12/2006",13910018
"FOR","FORAGER AUSTRALIAN SHARES FUND","Not Applic","16/12/2016",124176981
"FOS","FOS CAPITAL LTD","Capital Goods","07/06/2021",9416074
"FPC","FAT PROPHETS GLOBAL CONTRARIAN FUND LTD","Not Applic","22/03/2017",29974954
"FPH","FISHER & PAYKEL HEALTHCARE CORPORATION LIMITED","Health Care Equipment & Services","21/11/2001",14693370088
"FPP","FAT PROPHETS GLOBAL PROPERTY FUND","Not Applic","10/10/2017",15169196
"FPR","FLEETPARTNERS GROUP LIMITED","Financial Services","22/04/2015",594219212
"FRB","FIREBIRD METALS LIMITED","Materials","18/03/2021",8403625
"FRE","FIREBRICK PHARMA LIMITED","Pharmaceuticals, Biotechnology & Life Sciences","28/01/2022",28029878
"FRI","FINBAR GROUP LIMITED","Real Estate Management & Development","05/08/1994",174158811
"FRM","FARM PRIDE FOODS LIMITED","Food, Beverage & Tobacco","19/12/1997",16543653
"FRS","FORRESTANIA RESOURCES LIMITED","Materials","30/09/2021",5184660
"FRX","FLEXIROAM LIMITED","Telecommunication Services","16/06/2015",25676531
"FSA","FSA GROUP LIMITED","Financial Services","11/01/2001",121113456
"FSF","FONTERRA SHAREHOLDERS' FUND","Food, Beverage & Tobacco","30/11/2012",354456251
"FSG","FIELD SOLUTIONS HOLDINGS LIMITED","Telecommunication Services","26/04/2005",38950822
"FSI","FLAGSHIP INVESTMENTS LIMITED","Not Applic","20/12/2000",44474492
"FTC","FINTECH CHAIN LIMITED","Financial Services","27/11/2012",7809235
"FTL","FIRETAIL RESOURCES LIMITED","Materials","13/04/2022",6545000
"FTZ","FERTOZ LIMITED","Materials","02/09/2013",34695201
"FWD","FLEETWOOD LIMITED","Consumer Durables & Apparel","15/04/1987",164998013
"FXG","FELIX GOLD LIMITED","Materials","31/01/2022",16856785
"FYI","FYI RESOURCES LIMITED","Materials","20/01/1994",43958111
"FZR","FITZROY RIVER CORPORATION LTD","Energy","04/03/1998",15653366
"G1A","GALENA MINING LIMITED","Materials","07/09/2017",85454479
"G50","GOLD 50 LIMITED","Materials","06/08/2021",14538750
"G6M","GROUP 6 METALS LIMITED","Materials","21/09/1967",131102755
"G88","GOLDEN MILE RESOURCES LTD","Materials","19/06/2017",4478348
"GAL","GALILEO MINING LTD","Materials","29/05/2018",140313698
"GAP","GALE PACIFIC LIMITED","Consumer Durables & Apparel","14/12/2000",56660574
"GAS","STATE GAS LIMITED","Energy","10/10/2017",47214784
"GBE","GLOBE METALS & MINING LIMITED","Materials","09/12/2005",26351972
"GBR","GREAT BOULDER RESOURCES LIMITED","Materials","18/11/2016",40340560
"GBZ","GBM RESOURCES LIMITED","Materials","24/10/2007",15399023
"GC1","GLENNON SMALL COMPANIES LIMITED","Not Applic","21/08/2015",27461268
"GCI","GRYPHON CAPITAL INCOME TRUST","Not Applic","25/05/2018",474165750
"GCM","GREEN CRITICAL MINERALS LIMITED","Materials","15/11/2007",18249855
"GCR","GOLDEN CROSS RESOURCES LTD","Materials","27/03/1996",5486281
"GCX","GCX METALS LIMITED","Energy","20/12/2012",4458689
"GCY","GASCOYNE RESOURCES LIMITED","Materials","11/12/2009",105241573
"GDA","GOOD DRINKS AUSTRALIA LTD","Food, Beverage & Tobacco","13/12/2006",75077921
"GDC","GLOBAL DATA CENTRE GROUP","Not Applic","31/10/2019",121318296
"GDF","GARDA PROPERTY GROUP","Equity Real Estate Investment Trusts (REITs)","02/07/2015",274311455
"GDG","GENERATION DEVELOPMENT GROUP LIMITED","Insurance","11/12/2007",234127788
"GDI","GDI PROPERTY GROUP","Equity Real Estate Investment Trusts (REITs)","17/12/2013",382746501
"GED","GOLDEN DEEPS LIMITED.","Materials","04/12/1986",8086587
"GEM","G8 EDUCATION LIMITED","Consumer Services","05/12/2007",902599339
"GEN","GENMIN LIMITED","Materials","10/03/2021",72205317
"GES","GENESIS RESOURCES LIMITED","Materials","27/10/2009",5479889
"GFL","GLOBAL MASTERS FUND LIMITED","Not Applic","16/05/2006",24556034
"GFN","GEFEN INTERNATIONAL A.I. LTD","Software & Services","21/07/2021",897959
"GGE","GRAND GULF ENERGY LIMITED","Energy","20/03/1998",16602470
"GGX","GAS2GRID LIMITED","Energy","13/05/2005",6133653
"GHY","GOLD HYDROGEN LIMITED","Energy","13/01/2023",45500000
"GIB","GIBB RIVER DIAMONDS LIMITED","Materials","01/07/2008",8883397
"GL1","GLOBAL LITHIUM RESOURCES LIMITED","Materials","06/05/2021",430025545
"GLA","GLADIATOR RESOURCES LIMITED","Materials","27/06/2006",7100209
"GLB","GLOBE INTERNATIONAL LIMITED","Consumer Durables & Apparel","24/05/2001",100757078
"GLE","GLG CORP LTD","Consumer Durables & Apparel","14/12/2005",18154500
"GLH","GLOBAL HEALTH LIMITED","Health Care Equipment & Services","04/04/2000",10440609
"GLL","GALILEE ENERGY LIMITED","Energy","15/02/1996",45702562
"GLN","GALAN LITHIUM LIMITED","Materials","08/06/2011",368298486
"GLV","GLOBAL OIL & GAS LIMITED","Energy","25/05/2005",4114556
"GMD","GENESIS MINERALS LIMITED","Materials","02/08/2007",587382921
"GMG","GOODMAN GROUP","Equity Real Estate Investment Trusts (REITs)","02/02/2005",38185029028
"GML","GATEWAY MINING LIMITED","Materials","02/08/1971",12118176
"GMN","GOLD MOUNTAIN LIMITED","Materials","02/09/2011",6894764
"GMR","GOLDEN RIM RESOURCES LTD","Materials","13/08/1987",18339239
"GNC","GRAINCORP LIMITED","Consumer Staples Distribution & Retail","30/03/1998",1767775536
"GNE","GENESIS ENERGY LIMITED","Utilities","17/04/2014",2695138066
"GNG","GR ENGINEERING SERVICES LIMITED","Materials","19/04/2011",318287486
"GNM","GREAT NORTHERN MINERALS LIMITED","Materials","05/03/2008",4052627
"GNP","GENUSPLUS GROUP LTD","Capital Goods","14/12/2020",168838701
"GNX","GENEX POWER LIMITED","Utilities","08/07/2015",242406000
"GO2","THE GO2 PEOPLE LTD","Commercial & Professional Services","31/10/2017","SUSPENDED"
"GOR","GOLD ROAD RESOURCES LIMITED","Materials","04/07/2006",1957334825
"GOW","GOWING BROS LIMITED","Financial Services","31/07/1962",138608925
"GOZ","GROWTHPOINT PROPERTIES AUSTRALIA","Equity Real Estate Investment Trusts (REITs)","04/07/2007",2446922847
"GPR","GEOPACIFIC RESOURCES LTD","Materials","09/05/2006",15602631
"GPS","GPS ALLIANCE HOLDINGS LIMITED","Real Estate Management & Development","02/07/2013","SUSPENDED"
"GPT","GPT GROUP","Equity Real Estate Investment Trusts (REITs)","01/04/1971",8313606046
"GQG","GQG PARTNERS INC.","Financial Services","26/10/2021",4030579417
"GRE","GREENTECH METALS LIMITED","Materials","04/01/2022",6597500
"GRL","GODOLPHIN RESOURCES LIMITED","Materials","18/12/2019",7457275
"GRR","GRANGE RESOURCES LIMITED.","Materials","27/03/1986",665469751
"GRV","GREENVALE ENERGY LTD","Energy","28/07/1971",47603297
"GRX","GREENX METALS LIMITED","Materials","06/09/1993",210124435
"GSM","GOLDEN STATE MINING LIMITED","Materials","08/11/2018",3744455
"GSN","GREAT SOUTHERN MINING LIMITED","Materials","14/04/2011",14560497
"GSR","GREENSTONE RESOURCES LIMITED","Materials","12/12/2000",23052100
"GSS","GENETIC SIGNATURES LIMITED","Pharmaceuticals, Biotechnology & Life Sciences","31/03/2015",95364987
"GT1","GREEN TECHNOLOGY METALS LIMITED","Materials","10/11/2021",195508131
"GTE","GREAT WESTERN EXPLORATION LIMITED.","Materials","05/06/2007",9976917
"GTG","GENETIC TECHNOLOGIES LIMITED","Pharmaceuticals, Biotechnology & Life Sciences","30/07/1987",34624974
"GTI","GRATIFII LIMITED","Software & Services","17/07/2008",18668170
"GTK","GENTRACK GROUP LIMITED","Software & Services","25/06/2014",325536592
"GTN","GTN LIMITED","Media & Entertainment","01/06/2016",97217207
"GTR","GTI ENERGY LTD","Materials","10/08/2007",14837834
"GUD","G.U.D. HOLDINGS LIMITED","Automobiles & Components","30/06/1962",1246918060
"GUL","GULLEWA LIMITED","Materials","19/06/1980",10767521
"GVF","GLOBAL VALUE FUND LIMITED","Not Applic","21/07/2014",201114993
"GW1","GREENWING RESOURCES LTD","Materials","20/10/2005",38976542
"GWA","GWA GROUP LIMITED.","Capital Goods","20/05/1993",474717152
"GWR","GWR GROUP LIMITED","Materials","24/12/2004",23127599
"H2G","GREENHY2 LIMITED","Commercial & Professional Services","04/12/1980",11306407
"HAL","HALO TECHNOLOGIES HOLDINGS LTD","Financial Services","26/04/2022",15539426
"HAR","HARANGA RESOURCES LIMITED.","Materials","27/01/2022",6012029
"HAS","HASTINGS TECHNOLOGY METALS LTD","Materials","20/02/2008",275359269
"HAV","HAVILAH RESOURCES LIMITED","Materials","21/03/2002",85492587
"HAW","HAWTHORN RESOURCES LIMITED","Materials","03/07/1986",23451093
"HCD","HYDROCARBON DYNAMICS LIMITED","Energy","21/04/2006",6496659
"HCF","H&G HIGH CONVICTION LIMITED","Not Applic","25/10/2022",25059428
"HCH","HOT CHILI LIMITED","Materials","03/05/2010",121236884
"HCT","HOLISTA COLLTECH LIMITED","Household & Personal Products","26/02/2004",3624401
"HCW","HEALTHCO HEALTHCARE AND WELLNESS REIT","Equity Real Estate Investment Trusts (REITs)","06/09/2021",759686193
"HDN","HOMECO DAILY NEEDS REIT","Equity Real Estate Investment Trusts (REITs)","23/11/2020",2517593537
"HE8","HELIOS ENERGY LTD","Energy","20/10/2010",203115857
"HFR","HIGHFIELD RESOURCES LIMITED","Materials","07/02/2012",208201786
"HFY","HUBIFY LIMITED","Telecommunication Services","12/01/2017",12403407
"HGH","HEARTLAND GROUP HOLDINGS LIMITED","Banks","01/11/2018",1007714644
"HGL","HUDSON INVESTMENT GROUP LIMITED","Real Estate Management & Development","09/06/1994",13059186
"HGO","HILLGROVE RESOURCES LIMITED","Materials","22/07/1994",84109463
"HGV","HYGROVEST LIMITED","Not Applic","22/01/2015",13337331
"HHR","HARTSHEAD RESOURCES NL","Energy","14/02/2012",70217053
"HIL","HILLS LIMITED","Technology Hardware & Equipment","30/06/1962",11766076
"HIO","HAWSONS IRON LTD","Materials","14/11/2007",41358198
"HIQ","HITIQ LIMITED","Health Care Equipment & Services","16/06/2021",8003379
"HIT","HITECH GROUP AUSTRALIA LIMITED","Commercial & Professional Services","17/04/2000",76804000
"HLA","HEALTHIA LIMITED","Health Care Equipment & Services","11/09/2018",167529413
"HLI","HELIA GROUP LIMITED","Financial Services","20/05/2014",1144634933
"HLO","HELLOWORLD TRAVEL LIMITED","Consumer Services","13/09/2000",430977409
"HLS","HEALIUS LIMITED","Health Care Equipment & Services","03/07/1998",1788320146
"HLX","HELIX RESOURCES LIMITED","Materials","22/05/1986",11615729
"HM1","HEARTS AND MINDS INVESTMENTS LIMITED","Not Applic","14/11/2018",512517421
"HMC","HMC CAPITAL LIMITED","Equity Real Estate Investment Trusts (REITs)","14/10/2019",1498212280
"HMD","HERAMED LIMITED","Health Care Equipment & Services","12/12/2018",20383192
"HMG","HAMELIN GOLD LIMITED","Materials","05/11/2021",15812500
"HMI","HIREMII LIMITED","Commercial & Professional Services","11/05/2021",6421561
"HMX","HAMMER METALS LIMITED","Materials","25/02/2003",59141329
"HMY","HARMONEY CORP LIMITED","Financial Services","19/11/2020",41130013
"HNG","HANCOCK & GORE LTD","Capital Goods","24/08/1971",67608698
"HNR","HANNANS LTD","Materials","05/12/2003",37093160
"HOR","HORSESHOE METALS LIMITED","Materials","29/07/2010",12779073
"HPC","THE HYDRATION PHARMACEUTICALS COMPANY LIMITED","Household & Personal Products","14/12/2021",10971605
"HPG","HIPAGES GROUP HOLDINGS LTD","Media & Entertainment","12/11/2020",100349708
"HPI","HOTEL PROPERTY INVESTMENTS","Equity Real Estate Investment Trusts (REITs)","10/12/2013",672268270
"HPP","HEALTH AND PLANT PROTEIN GROUP LIMITED","Food, Beverage & Tobacco","14/12/1989",7246424
"HPR","HIGH PEAK ROYALTIES LIMITED","Energy","30/03/2007",15671730
"HRE","HEAVY RARE EARTHS LIMITED","Class Pend","24/08/2022",8193018
"HRN","HORIZON GOLD LIMITED","Materials","21/12/2016",46943115
"HRZ","HORIZON MINERALS LIMITED","Materials","06/02/1992",31364265
"HSC","HSC TECHNOLOGY GROUP LTD","Software & Services","02/06/2006",27343672
"HSN","HANSEN TECHNOLOGIES LIMITED","Software & Services","01/06/2000",927986689
"HT8","HARRIS TECHNOLOGY GROUP LIMITED","Transportation","24/06/1999",3877841
"HTA","HUTCHISON TELECOMMUNICATIONS (AUSTRALIA) LIMITED","Telecommunication Services","17/08/1999",637907903
"HTG","HARVEST TECHNOLOGY GROUP LTD","Technology Hardware & Equipment","12/05/2016",31590971
"HTM","HIGH-TECH METALS LTD","Materials","23/01/2023",6403802
"HUB","HUB24 LIMITED","Financial Services","05/07/2007",2095653351
"HUM","HUMM GROUP LIMITED","Financial Services","12/12/2006",211761702
"HVM","HAPPY VALLEY NUTRITION LIMITED","Food, Beverage & Tobacco","23/01/2020",4519091
"HVN","HARVEY NORMAN HOLDINGS LIMITED","Consumer Discretionary Distribution & Retail","03/09/1987",4535464221
"HVY","HEAVY MINERALS LIMITED","Materials","14/09/2021",7272931
"HXG","HEXAGON ENERGY MATERIALS LIMITED","Materials","30/10/2008",6154991
"HXL","HEXIMA LIMITED.","Pharmaceuticals, Biotechnology & Life Sciences","01/12/2020",1837436
"HYD","HYDRIX LIMITED","Technology Hardware & Equipment","11/05/2001",8897660
"HYT","HYTERRA LTD","Energy","14/12/2005",11214058
"HZN","HORIZON OIL LIMITED","Energy","30/06/1981",240216444
"HZR","HAZER GROUP LIMITED","Materials","02/12/2015",114197308
"IAG","INSURANCE AUSTRALIA GROUP LIMITED","Insurance","08/08/2000",12715027975
"IAM","INCOME ASSET MANAGEMENT GROUP LIMITED.","Financial Services","14/01/1987",37802811
"IBC","IRONBARK CAPITAL LIMITED","Not Applic","02/04/1987",49456103
"IBG","IRONBARK ZINC LTD","Materials","16/08/2006",13201058
"IBX","IMAGION BIOSYSTEMS LIMITED","Health Care Equipment & Services","22/06/2017",18682652
"ICE","ICETANA LIMITED","Software & Services","23/12/2019",9567764
"ICG","INCA MINERALS LIMITED","Materials","19/06/2008",12087862
"ICI","ICANDY INTERACTIVE LIMITED","Media & Entertainment","04/02/2016",56372639
"ICL","ICENI GOLD LIMITED","Materials","14/04/2021",12722857
"ICN","ICON ENERGY LIMITED","Energy","22/09/1997",3072055
"ICR","INTELICARE HOLDINGS LIMITED","Health Care Equipment & Services","25/05/2020",3580504
"ICS","ICSGLOBAL LIMITED","Health Care Equipment & Services","23/12/1999","SUSPENDED"
"ID8","IDENTITII LIMITED","Software & Services","17/10/2018",7221727
"IDA","INDIANA RESOURCES LIMITED","Materials","17/07/1986",24804036
"IDAN","INDIANA RESOURCES LIMITED","Materials","17/07/1986",
"IDT","IDT AUSTRALIA LIMITED","Pharmaceuticals, Biotechnology & Life Sciences","18/02/1991",19498799
"IDX","INTEGRAL DIAGNOSTICS LIMITED","Health Care Equipment & Services","21/10/2015",787639230
"IEC","INTRA ENERGY CORPORATION LIMITED","Energy","04/07/2007",4234690
"IEL","IDP EDUCATION LIMITED","Consumer Services","26/11/2015",7515077697
"IEQ","INTERNATIONAL EQUITIES CORPORATION LIMITED.","Real Estate Management & Development","11/03/1993",4359602
"IFL","INSIGNIA FINANCIAL LTD","Financial Services","05/12/2003",2014298656
"IFM","INFOMEDIA LTD","Software & Services","16/08/2000",522343930
"IFT","INFRATIL LIMITED.","Utilities","30/08/2010",6573770925
"IG6","INTERNATIONAL GRAPHITE LIMITED","Capital Goods","07/04/2022",44592749
"IGL","IVE GROUP LIMITED","Media & Entertainment","16/12/2015",351341825
"IGN","IGNITE LIMITED","Commercial & Professional Services","16/01/1997",6539499
"IGO","IGO LIMITED","Materials","17/01/2002",11366589873
"IHL","INCANNEX HEALTHCARE LIMITED","Pharmaceuticals, Biotechnology & Life Sciences","23/05/2007",222181450
"IIQ","INOVIQ LTD","Health Care Equipment & Services","18/04/1991",46009351
"IKE","IKEGPS GROUP LIMITED","Technology Hardware & Equipment","21/11/2016",112002829
"ILA","ISLAND PHARMACEUTICALS LIMITED","Pharmaceuticals, Biotechnology & Life Sciences","13/04/2021",9752216
"ILU","ILUKA RESOURCES LIMITED","Materials","30/06/1962",4805424452
"IMA","IMAGE RESOURCES NL","Materials","04/07/2002",124592257
"IMB","INTELLIGENT MONITORING GROUP LIMITED","Commercial & Professional Services","03/03/1994",14377032
"IMC","IMMURON LIMITED","Pharmaceuticals, Biotechnology & Life Sciences","30/04/1999",18223868
"IMD","IMDEX LIMITED","Materials","24/09/1987",1036182014
"IME","IMEXHS LIMITED","Health Care Equipment & Services","14/12/2005",22788717
"IMI","INFINITY MINING LIMITED","Materials","22/12/2021",18508379
"IMM","IMMUTEP LIMITED","Pharmaceuticals, Biotechnology & Life Sciences","23/06/1988",307753469
"IMR","IMRICOR MEDICAL SYSTEMS INC.","Health Care Equipment & Services","30/08/2019",40107121
"IMU","IMUGENE LIMITED","Pharmaceuticals, Biotechnology & Life Sciences","24/11/1993",770764693
"INA","INGENIA COMMUNITIES GROUP","Equity Real Estate Investment Trusts (REITs)","01/07/2004",1768911366
"IND","INDUSTRIAL MINERALS LTD","Materials","13/07/2021",28575000
"INF","INFINITY LITHIUM CORPORATION LIMITED","Materials","15/04/2011",53198091
"ING","INGHAMS GROUP LIMITED","Food, Beverage & Tobacco","07/11/2016",1122472395
"INL","INNLANZ LIMITED","Consumer Discretionary Distribution & Retail","22/02/2019",10024435
"INP","INCENTIAPAY LIMITED","Media & Entertainment","09/09/2014",8855445
"INR","IONEER LTD","Materials","19/12/2007",776385159
"INV","INVESTSMART GROUP LIMITED","Financial Services","21/04/2005",26125552
"IOD","IODM LIMITED","Software & Services","18/11/2003",180928138
"IOU","IOUPAY LIMITED","Media & Entertainment","12/10/2000","SUSPENDED"
"IPB","IPB PETROLEUM LIMITED","Energy","30/04/2013",4520980
"IPC","IMPERIAL PACIFIC LIMITED","Financial Services","28/07/1971",6978123
"IPD","IMPEDIMED LIMITED","Health Care Equipment & Services","24/10/2007",241271829
"IPG","IPD GROUP LTD","Capital Goods","17/12/2021",332508322
"IPH","IPH LIMITED","Commercial & Professional Services","19/11/2014",1878845912
"IPL","INCITEC PIVOT LIMITED","Materials","28/07/2003",5865519588
"IPT","IMPACT MINERALS LIMITED","Materials","29/11/2006",36981151
"IPX","IPERIONX LIMITED","Materials","16/04/2018",177516895
"IR1","IRIS METALS LIMITED","Materials","23/09/2021","SUSPENDED"
"IRD","IRON ROAD LIMITED","Materials","12/06/2008",75847798
"IRE","IRESS LIMITED","Software & Services","03/11/2000",1959421582
"IRI","INTEGRATED RESEARCH LIMITED","Software & Services","13/12/2000",59712837
"IRX","INHALERX LIMITED","Health Care Equipment & Services","11/01/2017",8539513
"IS3","I SYNERGY GROUP LIMITED","Software & Services","30/03/2017",2023563
"ITM","ITECH MINERALS LTD","Materials","21/10/2021",29934973
"IVC","INVOCARE LIMITED","Consumer Services","04/12/2003",1786353089
"IVO","INVIGOR GROUP LIMITED","Media & Entertainment","03/12/1999","SUSPENDED"
"IVR","INVESTIGATOR RESOURCES LTD","Materials","03/04/2007",76170011
"IVT","INVENTIS LIMITED","Commercial & Professional Services","14/04/1999",2787718
"IVX","INVION LIMITED","Pharmaceuticals, Biotechnology & Life Sciences","15/02/2010",44951425
"IVZ","INVICTUS ENERGY LTD","Energy","19/01/2012",110521595
"IXC","INVEX THERAPEUTICS LTD","Pharmaceuticals, Biotechnology & Life Sciences","05/07/2019",29685770
"IXR","IONIC RARE EARTHS LIMITED","Materials","10/12/1999",90760413
"IXU","IXUP LIMITED","Software & Services","15/11/2017",45561678
"JAL","JAMESON RESOURCES LIMITED","Materials","18/12/2007",29363333
"JAN","JANISON EDUCATION GROUP LIMITED","Software & Services","12/09/2000",93935054
"JAT","JATCORP LIMITED","Consumer Discretionary Distribution & Retail","30/01/2008",29975422
"JAV","JAVELIN MINERALS LIMITED","Materials","09/10/2012",9454153
"JAY","JAYRIDE GROUP LIMITED","Transportation","29/01/2018",24340536
"JBH","JB HI-FI LIMITED","Consumer Discretionary Distribution & Retail","23/10/2003",5076376738
"JCS","JCURVE SOLUTIONS LTD","Software & Services","08/12/2000",14447111
"JDO","JUDO CAPITAL HOLDINGS LIMITED","Banks","01/11/2021",1276875452
"JGH","JADE GAS HOLDINGS LIMITED","Materials","13/02/1995",81165760
"JHG","JANUS HENDERSON GROUP PLC","Financial Services","27/10/2008",7141798574
"JHX","JAMES HARDIE INDUSTRIES PLC","Materials","15/10/2001",16714148552
"JIN","JUMBO INTERACTIVE LIMITED","Consumer Services","14/06/1972",922243369
"JLG","JOHNS LYNG GROUP LIMITED","Capital Goods","26/10/2017",1754772255
"JMS","JUPITER MINES LIMITED.","Materials","18/04/2018",421183072
"JNO","JUNO MINERALS LIMITED","Materials","14/05/2021",10234350
"JPR","JUPITER ENERGY LIMITED","Energy","12/11/2003",24597002
